rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026;1
makanya prof rhenald kasali bilang bhw dlm #debat2pilkadadki trjd pertarungan 1 lawan 3 \ud83d\ude06\n https:\/\/t.co\/qpyxtj1ybn;1
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
dalam hidup,terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan. dan ketika ki #nomor1.net #ariesya258 #debat2pilkadadki;1
rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026;0
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;0
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;0
rt @fariji_lacak: maklum...namanya jg paslon hapalan. https:\/\/t.co\/wkosscn3ds;0
rt @aef8386: kata @aniesbaswedan ipm di ibu kota manapun di seluruh dunia sll plg tinggi. benarkah? di amerika ternyata tidak be\u2026 ;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/hfzknf0wp0 #debat2pilkadadki https:\/\/t.co\/oupxyfrkuj;0
rt @stellakarunia: jangan pilih cagub yg dekat dgn sarang koruptor \ud83d\ude01#debat2pilkadadki https:\/\/t.co\/ttxy2oxi6p;0
rt @teddygusnaidi: lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ;0
rt @takviri: #aniesberbohong\n#aniesberbohong\n#aniesberbohong\n\n#sandiberbohong\n#sandiberbohong\n#sandiberbohong https:\/\/t.co\/f2z3p6zgkr;0
rt @margareth_fh: dari dulu sampe sekarang emang gak rubah selalu tetap jadi #imlek #missuniverse #debat2pilkadadki\u2026 https:\/\/t.co\/2j9gl6rzw5;1
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;1
rt @deelestari: momen tak terlupakan #debat2pilkadadki https:\/\/t.co\/ec3lotsk0r;1
rt @teddygusnaidi: 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026;1
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;1
rt @dipati_sangga: balik lg ke pekerjaan masing2 lah\n1. balik jadi tentara\n2. balik jadi gubernur\n3. balik jadi motivator #debat2pilkadadki;1
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026;1
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/xheqylmxin #debat2pilkadadki https:\/\/t.co\/zxux6pyljy;0
rt @desvronitaaa: gitu yg mau jadi pemimpin? udah salah harusnya intropeksi diri, bukan ngacuin jempol kebawah gitu emak sylvii \ud83d\ude02#debat2pil\u2026;0
rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin;0
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart;0
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;0
rt @elyakin4: saya kaget lihat jempol bu silvy kebawah saat dengar penjelasan paslon 2. emang hrs gitu ya bu silvy? kayak preman.\u2026 ;0
rt @erixputra: #debat2pilkadadki knp sylviana mengacungkan jempol kebawah? bicara panjang lebar tanpa ada pertanyaan?\n\nkarena cewek tidak p\u2026;0
rt @arifahelfishy: nurunin jempol kebawah ya tadi wkwkww attitude nya mana ya? #debat2pilkadadki;0
rt @pbenyw: ipm di dki tertinggi berdasar data bps. bagaimana mas @aniesbaswedan ? cc @basuki_btp \n#debat2pilkadadki https:\/\/t.co\/54celjudqc;1
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;1
rt @ponakannyaom: paslon 3 masih berbicara seperti anime naruto dan bleach\n\nbanyak filler\n\n#debat2pilkadadki;0
rt @ariearie_14: debat kok saling menjatuhkan ki pie? dua dua nya nyerang. eh malah bertengkar sendiri. (yg di serang melerai) *ngakak \ud83d\ude04\n#d\u2026;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! janji calon gubernur soal pembang... https:\/\/t.co\/dduvvxek1c #debat2pilkadadki;0
rt @imadya: anies semakin terlihat aslinya. masyarakat sudah cerdas tidak mudah dibohongi dengan opini2nya yang mengelabui data #debat2pilk\u2026;0
@gunromli mgk sebaiknya @aniesbaswedan siap2 beli tiket pswt pulang ke kampung nenek moyangnya di a**b sana..\ud83d\ude02\ud83d\ude05\u270c\ufe0f\ufe0f #debat2pilkadadki;0
rt @teddygusnaidi: terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \nhttps\u2026;0
rt @mrtampi: agus makin santai.\nahok makin santun.\nanies makin esmosi.\n\nimho.\n#debat2pilkadadki;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/nxowqxyhfy #debat2pilkadadki https:\/\/t.co\/7oaurnmatd;0
rt @rianernesto: di #debat2pilkadadki ada pak antasari azhar. suporter paslon teriak bongkar bongkar. ada seorang ibu dag dig dug;0
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja perwakilan ormas islam j... https:\/\/t.co\/eviwhceffh #debat2pilkadadki #imlek;0
jangan pernah merobohkan pagar tanpa mengetahui me https:\/\/t.co\/2zb8o60uwf #debat2pilkadadki;0
rt @andra_diansyah: waktu agus bilang gak gusur tapi cuma geser, gue inget tatan lhoo #debat2pilkadajkt #debat2pilkadadki;0
rt @annisapohon_: kata siapa mas agus enggak punya solusi utk masalah dki jkt? mas agus itu punya solusi bambang yudhoyono, sby... \ud83d\ude42#ahydki\u2026;0
rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026;0
rt @teddygusnaidi: 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026;0
rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026;0
rt @pandji: nah gue pikir sentimen petahana oke di #debat2pilkadadki semalam. tapi mnrt politicawave malah sebaliknya. geng\u2026 ;0
rt @josua_tm: ibu sylvi adalah contoh bahwa wanita itu sulit ditebak dan pak anies contoh pria yg gak peka. #debat2pilkadadki;1
besok saya ajak kesana saja, saya udah survei minggu lalu, itu masuk bagian dr ibukota jakarta \ud83d\ude0a https:\/\/t.co\/mcmflaa5yo;1
benerr bgt.. dan tidak mengajak penonton ikut mikir \ud83d\ude06 https:\/\/t.co\/jqnzamb7r3;1
rt @gandy_koz: pak anis,kl pas libur lebaran iseng2 deh ke ancol,.itu pantai isinya rakyat semua pak... bukan kecebong  #debat2pilkadadki;1
sedangkan paslon 2: to the point, menjawab, punya data-data dan semua orang  s u d a h  tau transparasi pekerjaannya #debat2pilkadadki;1
kami ingin melayani karena \"rakyat adalah boss kami\" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 https:\/\/t.co\/lfjvmrmchm;1
rt @gitamontolalu: kami ingin melayani karena \"rakyat adalah boss kami\" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 ;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @the_various: mengacungkan jari kebawah termasuk bagian dari rasis, dan itu dilakukan paslon 1, menurut sy itu attitude yg kurang baik,,\u2026;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/i1lleilkxf #debat2pilkadadki https:\/\/t.co\/wefqmiu2vf;0
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja meriah! warga dan turis saksika... https:\/\/t.co\/cxectjknz0 #debat2pilkadadki;0
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;1
rt @ayusekarqq: #debat2pilkadadki mgkin merasa survey si anis naik, jadinya malah dia keburu ingin ngejar prosentase hasil survey. semacam\u2026;1
apresiasi buat mbak @tina_talisa sbg moderator #debat2pilkadadki pasti punya tantangan trsendiri mnghadapi karakter2 manusia pada saat itu.\ud83d\ude03;1
rt @jokoanwar: visi misi anies adalah penilaian buruk orang lain. #debat2pilkadadki https:\/\/t.co\/ztbqwdudvg;0
rt @stellakarunia: jangan pilih cagub yg dekat dgn sarang koruptor \ud83d\ude01#debat2pilkadadki https:\/\/t.co\/ttxy2oxi6p;0
rt @majansukirnos: ngerih!!! @bangsa2000 @idm1303 \n#debat2pilkadadki https:\/\/t.co\/mppsglov9v;0
rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026;1
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;1
kang @ridwankamil: jika pemimpin hanya membangun, apa bedanya dengan fir'aun--@aagym #debat2pilkadadki;1
rt @teddygusnaidi: 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026;1
rt @teddygusnaidi: 15. ketidakberhasilan anies baswedan dalam memimpin kementerian, banyak masalah dan belum lagi soal salah hitung anggara\u2026;0
rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026;0
rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026;0
rt @pbenyw: mpok @sylviana_murni salah sebut dg uu no 8 terkait pengelolaan sampah. padahal yg benar uu 18\/2008.\u2026 ;0
rt @jokoanwar: visi misi anies adalah penilaian buruk orang lain. #debat2pilkadadki https:\/\/t.co\/ztbqwdudvg;0
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;0
berfikir sehat\n#debat2pilkadadki #missuniverse #loguepilihbadja #suzukisaturdays #muslimban;1
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;1
rt @jokoanwar: pak anies, kesempatan ngomong visi misi malah salam-salamin orang. #debat2pilkadadki;1
rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026;0
rt @jean_irene: makin paham siapa ahokdjarot, ternyata mrk mmg pekerja sekaligus pemikir handal dg kemampuan 'multitasking' sbg petahana \ud83d\udc4d\u2026;1
rt @glpromozar: cagub no 1 dan 3 cuma sebagai pelengkap alias penggembira,mrka berdua bukan lawan sepadan ahok... #debat2pilkadadki;1
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;1
rt @teddygusnaidi: pengen tau apa tanggapan @annisapohan dan @sbyudhoyono ... kalau @agusyudhoyono gak perlu ditanya, ntar ngak nyambu\u2026 ;0
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;0
#ridwankamil_ri1 @ridwankamil_ri1 smoga yg terbaik utk indonesia bagus #debat2pilkadadki;1
rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026;1
rt @a_ainunnajib: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajkt\u2026;1
rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026;0
rt @alfred_1217: @gunromli mgk sebaiknya @aniesbaswedan siap2 beli tiket pswt pulang ke kampung nenek moyangnya di a**b sana.. #debat2\u2026;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! teh hij... https:\/\/t.co\/fhfhaia7eh #debat2pilkadadki https:\/\/t.co\/mccrkxdxrt;0
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;1
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;0
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026;1
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;1
rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @netmediatama: paslon 2 akan mewujudkan birokrasi jakarta yang bersih dan melayani dengan hati. #debat2pilkadadki https:\/\/t.co\/bz2oj5kphz;1
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;1
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja djarot: pak habibie mint... https:\/\/t.co\/kvdup0zil5 #debat2pilkadadki #imlek;0
dan belum menemukan kualitas paslon 1 &amp;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/caootefbtp #debat2pilkadadki https:\/\/t.co\/9gzuwwrmdh;0
#debat2pilkadadki @agusyudhoyono - agus mungkin kebykan nonton harry potter...dikit2 terbang mengapung. atau emang jago mimpi?nipu dosa lho!;0
rt @erixputra: jadi pertanyaannya apa? dan ahok pun joged, #debat2pilkadadki https:\/\/t.co\/ricyfbyogv;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/sygz43kogj #debat2pilkadadki https:\/\/t.co\/hcfvde9xys;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! lazio d... https:\/\/t.co\/ev6yotgpyh #debat2pilkadadki https:\/\/t.co\/dxkif3mjgx;0
#debat2pilkadadki\nseorang mantan mentri pendidikan yg seharusnya santun dan bijak dalam berbicara malah selalu menyerang dan menjatuhkan,;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/kuygh1fxem #debat2pilkadadki https:\/\/t.co\/kza1ov3via;0
kosep menggeser tanpa menggusur. hellowww, masuk akal gk ya?#debat2pilkadadki;0
rt @jokoanwar: pak anies, kesempatan ngomong visi misi malah salam-salamin orang. #debat2pilkadadki;1
membandingkan ntb dengan dki jakarta apa pantas padahal kita sama2 tahu jika mau membandingan sesuatu harus sebanding#debat2pilkadadki;1
rt @mustafa_sy: pemilih awam pasti susah paham dg istilah2 asing yg berhamburan dr paslon 1 n 3. buknnya rakyat jd bahagia malah pusing #de\u2026;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/jlqgorul4i #debat2pilkadadki https:\/\/t.co\/9pbx9uotnx;0
rt @sehan5: pk anis nyinggung kjp. rakyat jkt perlu tau nih. justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil. #debat2pil\u2026;0
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @aniesbaswedan: ibu, terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran, karakter dan semangat untuk berju\u2026 ;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;0
rt @teddygusnaidi: lah.. lu monolog sejam yg dihadiri orang2 lu sendiri, dipuja2, knp gak dijelaskan? ngeles aja emg gak bisa\u2026 ;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! tekuk t... https:\/\/t.co\/sr47kc8m1t #debat2pilkadadki https:\/\/t.co\/vgibwpasjo;0
pak ahok sudah tepat pake data 2015,data dr kompas 2016 jg benar juga tp pak anis sudah tdk menjabat menteri \ud83d\ude09 cc:\u2026 https:\/\/t.co\/fc9fefwl71;1
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026;1
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/45rk5yrqpu #debat2pilkadadki https:\/\/t.co\/df8xmejfi1;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/qxc5afu92a #debat2pilkadadki https:\/\/t.co\/siloahwe5h;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/5nh34zp1i1 #debat2pilkadadki https:\/\/t.co\/dzms8dmeyb;0
#ogahpilihterdakwa = panik karena terdakwa makin kuat bakal kepilih lagi... wkwkwkwk #debat2pilkadadki #ahok2djarot;0
wah, pak @basuki_btp kurang tepat ini datanya.. #debat2pilkadadki https:\/\/t.co\/4vr1ef63xf;0
rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp;1
rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ;1
rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 ;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @richardotio: bangkeeeeee.. siapa nih yang buat meme seperti ini? gw ngakak brutal sampai planet jupiter... hahahahaha..\u2026 ;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki, sangat mulia, terima kasih pak @basuki_b\u2026;1
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! spurs s... https:\/\/t.co\/cv6s0ocnbj #debat2pilkadadki https:\/\/t.co\/jmu1cahrjv;0
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/wwgtutty2m #debat2pilkadadki https:\/\/t.co\/qniuvvcjyy;0
menonton debat cagub dki: agus masih berkhayal;0
rt @netmediatama: .@basuki_btp akan siapkan pembangunan sistem transportasi dengan transparasi utk menjawab pertanyaan dari\u2026 ;1
rt @teddygusnaidi: 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026;1
rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026;0
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! perinta... https:\/\/t.co\/ey2gkwtibl #debat2pilkadadki https:\/\/t.co\/dowb81q2u2;0
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja hujan dan pasang laut di... https:\/\/t.co\/mkzkftugxg #debat2pilkadadki #imlek;0
rt @pandji: nah gue pikir sentimen petahana oke di #debat2pilkadadki semalam. tapi mnrt politicawave malah sebaliknya. geng\u2026 ;0
rt @netmediatama: komitmen paslon 2: birokrasi dengan semangat melayani publik. #debat2pilkadadki https:\/\/t.co\/d2y14cndw3;1
pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress, jkt lebih baik.\n#debat2pilkadadki;1
rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ;1
makin sering debat makin kelihatan karakter dan isi kepala paslon. pokoke blt pasti kelar, rt\/rw kasih duit kelaaar\u2026 https:\/\/t.co\/pvnihhwsec;1
rt @jokoanwar: tiap ahok djarot ngomong, nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu;1
rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75;1
ada yg jadi jd pemimpin 10 thn nggak jd apa, sementara ahok baru 2 thn sdh merubah jakarta, apalagi kalau ditambah\u2026 https:\/\/t.co\/fi5pdafrqh;1
rt @ichakeljombar: seorang dosen yang seharusnya dikagumi karena cerdas otaknya, tapi seketika runtuh karena hobinya menjatuhkan orang lain\u2026;0
rt @sehan5: pk anis nyinggung kjp. rakyat jkt perlu tau nih. justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil. #debat2pil\u2026;0
rt @the_various: mengacungkan jari kebawah termasuk bagian dari rasis, dan itu dilakukan paslon 1, menurut sy itu attitude yg kurang baik,,\u2026;0
